20250723085600850,1,1,001,000089,202507,,,(株)泰和新潟,(株)泰和新潟,2759,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,559460,559460,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600850,1,2,001,000089,202507,,,(株)泰和新潟,(株)泰和新潟,2759,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,696960,696960,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600850,1,3,001,000089,202507,,,(株)駒井技研,(株)駒井技研,2760,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,1107200,1107200,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600850,1,4,001,000089,202507,,,(株)駒井技研,(株)駒井技研,2760,30,30,20,,,,,群馬銀行,群馬銀行,,,,1562000,1562000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600850,1,5,001,000089,202507,,,平田バルブ工業(株),平田バルブ工業(株),2761,30,30,20,,,,,みずほ銀行,みずほ銀行,,,,530885,530885,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600850,1,6,001,000089,202507,,,オグラ宝石精機工業(株),オグラ宝石精機工業(株),2762,30,30,20,,,,,三菱UFJ銀行,三菱UFJ銀行,,,,148500,148500,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600850,1,7,001,000089,202507,,,(株)アサヒプレジョン,(株)アサヒプレジョン,2763,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,1933800,1933800,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600850,1,8,001,000089,202507,,,(株)アサヒプレジョン,(株)アサヒプレジョン,2763,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,1367850,1367850,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600850,1,9,001,000089,202507,,,(株)アサヒプレジョン,(株)アサヒプレジョン,2763,30,30,20,,,,,第四北越銀行,第四北越銀行,,,,2201100,2201100,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600850,1,10,001,000089,202507,,,(株)若田部鐵工所,(株)若田部鐵工所,2764,30,30,20,,,,,足利銀行,足利銀行,,,,197230,197230,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
