20250723085600490,1,1,001,000051,202507,,,ジャパン建材(株),ジャパン建材(株),2158,30,30,20,4.2.15,4.2.15,4.6.15,4.6.15,,,,,,7971518,7971518,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600490,1,2,001,000051,202507,,,ジャパン建材(株),ジャパン建材(株),2158,30,30,20,4.3.15,4.3.15,4.7.15,4.7.15,,,,,,22020924,22020924,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600490,1,3,001,000051,202507,,,ジャパン建材(株),ジャパン建材(株),2158,30,30,20,4.4.15,4.4.15,4.8.15,4.8.15,,,,,,40206556,40206556,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600490,1,4,001,000051,202507,,,ジャパン建材(株),ジャパン建材(株),2158,30,30,20,4.5.16,4.5.16,4.9.15,4.9.15,,,,,,8475804,8475804,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600490,1,5,001,000051,202507,,,(株)プライムトラス,(株)プライムトラス,2633,30,30,20,4.2.28,4.2.28,4.6.30,4.6.30,,,,,,15814200,15814200,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600490,1,6,001,000051,202507,,,(株)プライムトラス,(株)プライムトラス,2633,30,30,20,4.3.31,4.3.31,4.7.31,4.7.31,,,,,,15223747,15223747,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600490,1,7,001,000051,202507,,,(株)プライムトラス,(株)プライムトラス,2633,30,30,20,4.4.30,4.4.30,4.8.31,4.8.31,,,,,,14286419,14286419,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600490,1,8,001,000051,202507,,,(株)プライムトラス,(株)プライムトラス,2633,30,30,20,4.5.31,4.5.31,4.9.30,4.9.30,,,,,,10329354,10329354,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600490,1,9,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.2.25,4.2.25,4.6.5,4.6.5,,,,,,5000000,5000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600490,1,10,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.2.25,4.2.25,4.6.5,4.6.5,,,,,,4995092,4995092,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250723085600490,1,11,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.3.15,4.3.15,4.6.25,4.6.25,,,,,,3000000,3000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085600490,1,12,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.3.15,4.3.15,4.6.25,4.6.25,,,,,,622080,622080,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085600490,1,13,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.3.25,4.3.25,4.7.5,4.7.5,,,,,,10000000,10000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085600490,1,14,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.3.25,4.3.25,4.7.5,4.7.5,,,,,,765294,765294,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085600490,1,15,001,000051,202507,,,トーヨーマテリア(株),トーヨーマテリア(株),2631,30,30,20,4.4.15,4.4.15,4.7.25,4.7.25,,,,,,5000000,5000000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
