20250723085603480,1,1,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.4.30,5.4.30,6.4.30,6.4.30,みずほ,みずほ,,横山町,横山町,810000000,810000000,トマト奉還町,トマト奉還町,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603480,1,2,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.5.31,5.5.31,6.5.31,6.5.31,みずほ,みずほ,,横山町,横山町,680000000,680000000,百十四児島,百十四児島,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603480,1,3,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.6.30,5.6.30,6.6.30,6.6.30,みずほ,みずほ,,横山町,横山町,580000000,580000000,広島児島,広島児島,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603480,1,4,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.1.31,5.1.31,5.12.31,5.12.31,みずほ,みずほ,,横山町,横山町,521654255,521654255,広島児島,広島児島,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603480,1,5,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.3.31,5.3.31,6.3.31,6.3.31,みずほ,みずほ,,横山町,横山町,420000000,420000000,三井住友岡山,三井住友岡山,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603480,1,6,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,4.12.28,4.12.28,5.11.30,5.11.30,みずほ,みずほ,,横山町,横山町,300000000,300000000,百十四児島,百十四児島,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603480,1,7,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.2.28,5.2.28,6.1.31,6.1.31,みずほ,みずほ,,横山町,横山町,220000000,220000000,三井住友岡山,三井住友岡山,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603480,1,8,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,5.3.1,5.3.1,6.2.29,6.2.29,みずほ,みずほ,,横山町,横山町,220000000,220000000,三井住友岡山,三井住友岡山,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603480,1,9,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,4.11.30,4.11.30,5.10.31,5.10.31,みずほ,みずほ,,横山町,横山町,216470721,216470721,中国本店,中国本店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603480,1,10,001,003001,202507,,,東京管公学生服(株),東京管公学生服(株),2775,30,30,20,4.10.31,4.10.31,5.8.31,5.8.31,みずほ,みずほ,,横山町,横山町,186840515,186840515,中国本店,中国本店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
