20250723085600000,1,1,001,000001,202507,,,(株)DNPテクノパーク,(株)DNPテクノパーク,2233,30,30,20,,,令5.6.5,令5.6.5,みずほ銀行,みずほ銀行,,市ヶ谷支店,市ヶ谷支店,787446,787446,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085600000,1,2,001,000001,202507,,,(株)DNPテクノパーク,(株)DNPテクノパーク,2233,30,30,20,,,令5.7.5,令5.7.5,みずほ銀行,みずほ銀行,,市ヶ谷支店,市ヶ谷支店,1168526,1168526,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085600000,1,3,001,000001,202507,,,(株)アイスジャパン,(株)アイスジャパン,2234,30,30,20,,,令5.6.30,令5.6.30,室蘭信用金庫,室蘭信用金庫,,東室蘭支店,東室蘭支店,383663,383663,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085600000,1,4,001,000001,202507,,,(株)DNPテクノパー,(株)DNPテクノパー,2235,30,30,20,,,令5.4.5,令5.4.5,みずほ銀行,みずほ銀行,,市ヶ谷支店,市ヶ谷支店,1932084,1932084,北海道信用金庫発寒支店,北海道信用金庫発寒支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085600000,1,5,001,000001,202507,,,梅田(株),梅田(株),2236,30,30,20,,,令5.4.10,令5.4.10,北洋銀行,北洋銀行,,末広町支店,末広町支店,184781,184781,苫小牧信金札幌支店,苫小牧信金札幌支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085600000,1,6,001,000001,202507,,,(株)DNPテクノパー,(株)DNPテクノパー,2235,30,30,20,,,令5.5.5,令5.5.5,みずほ銀行,みずほ銀行,,市ヶ谷支店,市ヶ谷支店,1329512,1329512,秋田銀行宮の沢支店,秋田銀行宮の沢支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085600000,1,7,001,000001,202507,,,梅田(株),梅田(株),2236,30,30,20,,,令5.5.10,令5.5.10,北洋銀行,北洋銀行,,末広町支店,末広町支店,183579,183579,苫小牧信金札幌支店,苫小牧信金札幌支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085600000,1,8,001,000001,202507,,,(株)三宝,(株)三宝,2237,30,30,20,,,令5.5.15,令5.5.15,りそな銀行,りそな銀行,,上六支店,上六支店,1594596,1594596,苫小牧信金札幌支店,苫小牧信金札幌支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085600000,1,9,001,000001,202507,,,(株)だるま食品,(株)だるま食品,2238,30,30,20,,,令5.4.30,令5.4.30,北洋銀行,北洋銀行,,五稜郭公園支店,五稜郭公園支店,673200,673200,北海道信用金庫発寒支店,北海道信用金庫発寒支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085600000,1,10,001,000001,202507,,,オシキリ食品(株),オシキリ食品(株),2239,30,30,20,,,令5.4.10,令5.4.10,秋田銀行,秋田銀行,,札幌支店,札幌支店,17764080,17764080,北海道信用金庫発寒支店,北海道信用金庫発寒支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250723085600000,1,11,001,000001,202507,,,オシキリ食品(株),オシキリ食品(株),2239,30,30,20,,,令5.4.30,令5.4.30,秋田銀行,秋田銀行,,札幌支店,札幌支店,9047478,9047478,秋田蛮行宮の沢支店,秋田蛮行宮の沢支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
